"filename", "language", "JavaScript", "CSS", "comment", "blank", "total"
"/Users/danielseidov/go/src/github.com/seedovan19/Agregator/assets/style.css", "CSS", 0, -55, 0, -10, -65
"/Users/danielseidov/go/src/github.com/seedovan19/Agregator/assets/warehouse_post.css", "CSS", 0, -67, 0, -12, -79
"/Users/danielseidov/go/src/github.com/seedovan19/Agregator/javascript/auth.js", "JavaScript", 28, 0, 0, 10, 38
"/Users/danielseidov/go/src/github.com/seedovan19/Agregator/javascript/form.js", "JavaScript", 19, 0, 0, 1, 20
"/Users/danielseidov/go/src/github.com/seedovan19/Agregator/javascript/sign_up.js", "JavaScript", 28, 0, 0, 5, 33
"Total", "-", 75, -122, 0, -6, -53
